☕央视,#genre#
有线新闻[1280x720],http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u
J1[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153395&extension=ts&play_token=Pd3SDU2VSy
J2[1280x720],https://p2.weizan.cn/1646497941/269664979080385265/live.m3u8
TVBS新闻台[1920x1080],http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
台视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
东森美洲[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156397&extension=ts&play_token=2fQZ7EF20L
东森卫视[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156394&extension=ts&play_token=UEKTIim7lP
东森洋片[1920x1080],http://107.151.203.111:2209/135/hk.php?id=dsypt
TVBS亚洲[1920x1080],http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲[1920x1080],http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
长城精品[1920x1080],http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
HBO[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=56057&extension=ts&play_token=pqlvbiUAPq
HBO3[1920x1080],http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=56104&extension=ts&play_token=HqqAESBfCa
上海东方翡翠台[1920x1080],http://shazui.8866.org:800/hls/80/index.m3u8
翡翠台[1920x1080],http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18581519202&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=364&id=1350_4500
明珠台[1920x1080],http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18581519202&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=364&id=1351_4500
明珠台[1920x1080],http://radius.8866.org:800/hls/84/index.m3u8
RTHK32[1920x1080],https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
中天新闻水神,https://epg.pw/stream/25ad4f6fc79b3056493d216b262e50e76fb54a10e0359f866271278432f383ad.m3u8

无线财经,http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8





☕港澳台4,#genre#
鳳凰衛視資訊臺,http://playtimeshift-live.ifeng.com/timeshift/live/06OLEEWQKN4/timeshift.m3u8?txKbps=702&delay=967
鳳凰衛視中文臺,http://playtimeshift-live.ifeng.com/timeshift/live/06OLEGEGM4G/timeshift.m3u8?txKbps=702&delay=2487
凤凰中文台,http://playtimeshift-live.ifeng.com/timeshift/live/06OLEGEGM4G/timeshift.m3u8?txKbps=702&delay=1
凤凰资讯台,http://playtimeshift-live.ifeng.com/timeshift/live/06OLEEWQKN4/timeshift.m3u8?txKbps=702&delay=1

明珠台.备用,http://xjayrf.eatuo.com:9901/tsfile/live/1005_1.m3u8
香港卫视.576,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
RTHKTV32/master.m3u8
澳门莲花,http://epg.112114.xyz/lotus
澳亚卫视.480,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8


东森美洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156397&extension=ts&play_token=2fQZ7EF20L
东森电影台,https://cdn5.woniuzfb.com/live/dsdy/mlFMVQgu.m3u8
东森电影,http://162.19.247.76:22222/live/dsdyt/index.m3u8
东森洋片,http://162.19.247.76:22222/live/dsypt/index.m3u8
东森戏剧,http://162.19.247.76:22222/live/dsxj/index.m3u8
东森財经 HD,http://123.51.230.108:18515/.m3u8
东森超视34.5,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8

中天娱乐,http://162.19.247.76:22222/live/ztyl/index.m3u8
中天亚洲,http://162.19.247.76:22222/live/ztyz/index.m3u8

TVBS新闻,http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
翡翠台,http://162.19.247.76:22222/live/tvbfc/index.m3u8
无线新闻,http://162.19.247.76:22222/live/tvbnews/index.m3u8
j2,http://162.19.247.76:22222/live/tvbj2/index.m3u8
澳门莲花,http://107.151.203.111:2209/135/hk.php?id=amlh

澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
大爱1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
生命電視台,http://211.73.19.201/live/AB167E56-808C-81D4-6471-76DC400D5192.m3u8?fmt=x264_1200K_ts&cpid=admin&size=1920X1080
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
东風37,http://123.51.230.108:18560/.m3u8
時尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/playlist.m3u8
UnⅰverseTV,http://jc-qlive-play.jingchangkan.cn/live/3473_171322168_W9MX.m3u8
服装时尚,http://player2.juyun.tv/camera/80238159.m3u8
民视新闻 HD,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
台视新闻 HD,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
八大第一台,http://123.51.230.108:18539/.m3u8
台湾番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
[2023-04-26]


☕港澳台5,#genre#
凤凰资讯,http://flv.mp4cdn.live/gt-key=00569874.php?id=183
凤凰中文,http://flv.mp4cdn.live/gt-key=00569874.php?id=182
凤凰香港,http://flv.mp4cdn.live/gt-key=00569874.php?id=184
翡翠台,http://flv.mp4cdn.live/gt-key=00569874.php?id=2
HOY TV,http://flv.mp4cdn.live/gt-key=00569874.php?id=1
明珠台,http://flv.mp4cdn.live/gt-key=00569874.php?id=3
TVB星河,http://flv.mp4cdn.live/gt-key=00569874.php?id=4
TVB J2,http://flv.mp4cdn.live/gt-key=00569874.php?id=5
无线新闻台,http://flv.mp4cdn.live/gt-key=00569874.php?id=13
无线财经台,http://flv.mp4cdn.live/gt-key=00569874.php?id=14
天映频道,http://flv.mp4cdn.live/gt-key=00569874.php?id=110
天映经典,http://flv.mp4cdn.live/gt-key=00569874.php?id=111
星卫电影,http://flv.mp4cdn.live/gt-key=00569874.php?id=112
美亚电影,http://flv.mp4cdn.live/gt-key=00569874.php?id=113
卫视电影,http://flv.mp4cdn.live/gt-key=00569874.php?id=114
CINEMAX电影台,http://flv.mp4cdn.live/gt-key=00569874.php?id=101
好莱坞电影台,http://flv.mp4cdn.live/gt-key=00569874.php?id=100
AXN电影台,http://flv.mp4cdn.live/gt-key=00569874.php?id=102
纬来电影台,http://flv.mp4cdn.live/gt-key=00569874.php?id=103
东森电影台,http://flv.mp4cdn.live/gt-key=00569874.php?id=104
东森洋片台,http://flv.mp4cdn.live/gt-key=00569874.php?id=105

东森戏剧台,http://flv.mp4cdn.live/gt-key=00569874.php?id=106
HBO电影台,http://flv.mp4cdn.live/gt-key=00569874.php?id=99
龙祥电影台,http://flv.mp4cdn.live/gt-key=00569874.php?id=108
好莱坞电影
http://120.84.97.44:808/hls/24/index.m3u8
东森电影
http://120.84.97.44:808/hls/32/index.m3u8
东森洋片
http://120.84.97.44:808/hls/33/index.m3u8
龙祥电影
http://120.84.97.44:808/hls/35/index.m3u8
天映电影
http://120.84.97.44:808/hls/85/index.m3u8
财经体育资讯台
http://120.84.97.44:808/hls/86/index.m3u8
☕港澳台6,#genre#
中视HD,https://epg.pw/stream/bfaad5b82bc79ebd9466060b0fa9d12aa95d0c34aa5b7146d619c634e781f335.m3u8
民視[geo-blocked],https://epg.pw/stream/f7d0155f8e91c0df13648fa372d64f90bf1b15643b563dfee3080756c1e77ad1.m3u8
民視[geo-blocked],https://epg.pw/stream/65eb757ff8662a57dd30151116cc63596b1a52fd070c65ff0c7aa2fef1876b73.m3u8
民視[geo-blocked],https://epg.pw/stream/759890ecf3c5ede3ae68c067607458a7b94737e14a330f2931b1d43d329dc777.m3u8
公视,https://epg.pw/stream/51977474cd7548fefa029e9ec4ca7c2271df8eb664ef20c8a8f0a5d97e04bea1.m3u8
公视备,https://epg.pw/stream/173fa03f4310f5ed33b0f654ee8ae821bd1403a887792c7a40f8fd7399783b45.m3u8
东森戏剧,https://epg.pw/stream/af6418a130b4f97ee5e454f6045325b35b7785ac31da460b4541b02138cb0f89.m3u8
东森电影,https://epg.pw/stream/c8ef8b845915b634c7469c4cc3e0642f15d0e0ebe037a6c4a33b25ff731349a0.m3u8
东森洋片,https://epg.pw/stream/b31a4aef65cf79aeb593a2b6ebda2923554b12d4a8548eb1edde0821deea70a6.m3u8
东森幼幼,https://epg.pw/stream/8dfba96bc982678318317e64a171da760c42ff4509d786be4a7391398301e296.m3u8

東森美洲[geo-blocked],https://epg.pw/stream/10dcfb45b0ddd79ac6702607b66cfa90a712386f27466569bca9d193bf835b95.m3u8
東森美洲[1920x1080],https://epg.pw/stream/6c39ab3028c59342214ff47b2f79d643390e281638f08abb03e29305fe206a8f.m3u8
東森美洲[1920x1080],https://epg.pw/stream/eafb5a4c607f537c48683f7e7412e1cb63a601f89d3bca31e8ac237746fab093.ctv
凤凰香港,https://epg.pw/stream/790509dd4682810219455f02a0bca92c965c8edf4eabc6f2129184be97049b85.m3u8

鳳凰香港[1920x1080],https://epg.pw/stream/c6e1e216a0da3aeef0263ea182d938fd5a5634c7769ba0b4e8cbf386c474a5c4.m3u8
鳳凰香港[1920x1080],https://epg.pw/stream/b5801072d27eeeb878a170a66bb33adb959788cc709a977634110a41326bc708.m3u8
鳳凰香港[geo-blocked],https://epg.pw/stream/936cd659d8a6317bdba77d14f80effa9696b33246d10ae3e6c12a46e77edc804.m3u8
鳳凰香港[geo-blocked],https://epg.pw/stream/38b23fcfedbc418c4eee06d6cf17040b3bb70e150b3c21860d21c73b19033735.m3u8
鳳凰香港[1920x1080],https://epg.pw/stream/f909a35525eb3d4a60215e37307c9817c46f31a8452acc1c7d6efe457f336930.m3u8
鳳凰香港[1920x1080],https://epg.pw/stream/26d96b331e9604b7a1b9530aef31c5eda1e1f5c9011926cea98842b32d1d297f.m3u8
TVB星河[1280x720],https://epg.pw/stream/8d9f5360517c0fcf75adb006a2742472f69c4cb0c2df053d48683ab6fb06e084.ctv
TVB星河[1920x1080],https://epg.pw/stream/00fe27abb5cdb51f102efd247e6c14367ff6d7f19b573523c730964b1a175c36.m3u8
凤凰中文,https://epg.pw/stream/589597bd35d4289e3aa00080274bed67278f0d27fb465033ac903cbeca467ba2.m3u8
凤凰资讯,https://epg.pw/stream/0fa2fd2cea7ff012a65d2ea65ef50fe747dee7d4d6779fef256ef80137e16c45.m3u8
凤凰中文台,https://epg.pw/stream/3b70cc181ffc40a0dc2cd248bca71bbe471f4f512e76a5cc21f875cf4f4db398.m3u8
凤凰资讯台,https://epg.pw/stream/d51b2b2c5d04dbc82a25641c304b46f6d003e6142f3cacf3d75b1a716fd0fc31.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
中天亚洲台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571212&extension=ts&play_token=yaoffzUbUJ
中天娱乐台,http://162.19.247.76:22222/live/ztyl/index.m3u8
未知影视,http://39.135.138.58:18890/TVOD/88888888/224/3221225716/index.m3u8


天映经典,https://epg.pw/stream/fd6da1db9f3923f143ddd41a2fe72222524f7d52d46f29b6a16fc424a1665640.m3u8
CNC,https://epg.pw/stream/336a4bf63fb55e3e843f2a0938ac44dc49a42f50f12726d376044c7c7a9d64d3.m3u8
明珠台,https://epg.pw/stream/f42018f6a87ee859dd148a8a07a62fb3085e00fb148a67e6ef6d3c685ba9155c.m3u8
翡翠台,https://epg.pw/stream/32e4ae9af65495464449144f8ac46bb0c384b67e3252e757547402d54fb08dc1.m3u8
J2[1280x720],https://epg.pw/stream/c565a804ddf3c52bed247b9911db9b8ce705bb1225f8880abfe3c958323378cb.m3u8
J2[geo-blocked],https://epg.pw/stream/78de2825f146c5b465f83bff1408375faec5a29181fdce2b05bbaeb8d4dce6aa.m3u8
J2,https://epg.pw/stream/222d0fb1ed17d09347d6abfc0c647e707dd628ef99d0f99d3a7b4d3816b2bc5b.m3u8

TV
TVBS欢乐台,https://epg.pw/stream/2bfd3b14e0a59e99d885cbf7684486408a5ea370fa39efd69b7eda0dd1aa4275.m3u8
靖天国际台,https://epg.pw/stream/d2a085f2b845cd1bae8a3c21115cd40fabc896a21e3129da1237459eccb37961.m3u8
靖天综合,https://epg.pw/stream/7a01295e615883aaf5525613552c17d94376132e2ff1cdb86af579a3ecc5fb88.m3u8
靖天卡通台,https://epg.pw/stream/9c90cc41f948b23a9fdc3a3bb442862049cfc710c47a935dcb58fd0df2751fdd.m3u8
三立台湾台,https://epg.pw/stream/bfb4f28ad7b1bc3e20703b9f35b51104a59eca154ec67643bf9d30a8af4b607a.m3u8
三立台湾,http://162.19.247.76:22222/live/uch6/index.m3u8
番薯台,https://epg.pw/stream/0b1a905634ea43b11a972992857f854f0dd2f7655b8f8025d4d3308bfe875933.m3u8
大爱1,https://epg.pw/stream/4c67d50a6b267c74998b9eabc6e7e1ed19fb99d011b559e042a771cdd3e549fd.m3u8
HBO,http://208.115.225.174:14165
HBO 2,http://208.115.225.174:14140
HBO signature,http://208.115.225.174:14160
八大综合,http://61.221.81.93:8530/hls/65/807/ch843.m3u8
八大第一,http://61.221.81.93:8531/hls/65/807/ch843.m3u8
東風37[geo-blocked],https://epg.pw/stream/5ea1bdb3302117611f2a3a33f51d04aef8232d4a636f6ee76b7abbc05136c2d2.m3u8

三立綜合[geo-blocked],https://epg.pw/stream/2ae8ba664e18a15acef81d53edb6f594d9966d599d6a3f4e575718094b9cc14a.m3u8
三立臺灣台[geo-blocked],https://epg.pw/stream/bfb4f28ad7b1bc3e20703b9f35b51104a59eca154ec67643bf9d30a8af4b607a.m3u8
中天亞洲[1280x720],https://epg.pw/stream/09a4d5b1fb36c5a6cab219688d4748270e856166ea28991db0bc492180ddda13.ctv
中視經典[geo-blocked],https://epg.pw/stream/b94ea4e20a65910b6ed9b14584fdfbf5153004fb79e4e6f4c0d2e09903718e72.m3u8


Now TV[1280x720],https://epg.pw/stream/3520ee60307e71d6d4bc350b1a903a65f3843c1e622187e0ef997e3de43454d1.m3u8

TVB1(US)[1920x1080],https://epg.pw/stream/869786e180f670dd8f9ef6acd6a1b2f64f60fa367c5c50c31b2a660b3f605951.ctv
TVB1(US)[1920x1080],https://epg.pw/stream/50c675f40834735017bd8ae0e9e7cb45c108ebc78afc5dd00503ef205d6a3bf3.ctv
翡翠臺[geo-blocked],https://epg.pw/stream/b0d96e06544c1140c19bfe24af2b4c7940aab1b2b655b38a7249d58afa0f71ff.ctv
翡翠臺,https://epg.pw/stream/32e4ae9af65495464449144f8ac46bb0c384b67e3252e757547402d54fb08dc1.m3u8
翡翠臺,https://epg.pw/stream/d060c5d1cc0bf154a0b238e05247a360582c95d53a959d4a85e46c4ea2f117b1.m3u8
翡翠臺[geo-blocked],https://epg.pw/stream/262189ae99c1e06cd28c91958a372159ce25150e10daf805237dbcbe72f95e9d.m3u8
翡翠臺[geo-blocked],https://epg.pw/stream/d8c93b48b91c1ebf0dba342a788c771416122535649aa71f70dced7b8917817f.m3u8
中視新聞臺[geo-blocked],https://epg.pw/stream/4868f3c2ae2971b2e2280606399ac8827b7310440a7e34de3fbc9ebfbe669b15.m3u8
中視新聞臺[geo-blocked],https://epg.pw/stream/f6773c81db38529df8f681fd8076318ce188cd3abfafc6e077b966e20ec94e8e.m3u8
有線直播新聞[geo-blocked],https://epg.pw/stream/b5ee246bf39844fe98ed64c6729c5f8756f88ae00f7aec96ceec8cfa127fccd1.m3u8
有線直播新聞[geo-blocked],https://epg.pw/stream/ecd98c012897d54dc3e4109a859890d300ef21e2fcc05f131caec2bbd087ec15.m3u8
有線直播新聞[geo-blocked],https://epg.pw/stream/cf989a629f4825c541500b68bee147aef556e065f95c4d0de4672fded9c22f6d.m3u8
港臺電影[1920x1080],https://epg.pw/stream/79b0ad1fc4f23ab5bfe8b51b6fb4fb8aae7b305907528dc7b0e83eadf234bbbc.ctv
RTHK31,https://epg.pw/stream/1a38a47797fd592a585a9279c9d72fb4d6d88298c349a4162c95f2bad36bc746.m3u8
RTHK32,https://epg.pw/stream/2e1526fba7aa462437870a9b3838b89f0f9028be78b5d0ca8806c92277ae5427.m3u8
RTHK32[1280x720],https://epg.pw/stream/1aeac95c61b1448a7d796cd84464cab853203cc03974537fb2eadb538a6cb447.m3u8
RTHK32[1920x1080],https://epg.pw/stream/2949209a6405553d935a2f7f9570163ab15e45044f8e6df5e8ce91caaf1010a1.m3u8
TVB新聞[1920x1080],https://epg.pw/stream/91effcd56e0102c7b365340bbc20b40fdac5bf20348d890e377a0a677ea4bd64.m3u8
TVB新聞[geo-blocked],https://epg.pw/stream/1e107d83d0fdd0e663cf011daae9cae46c73582c2c589db5eca6e0e92c171a27.m3u8
TVB新聞[geo-blocked],https://epg.pw/stream/15467a674c3647631083e5cfc31368c7dad2f19b3b7c88a064f203ec60452039.m3u8
TVB新聞[1920x1080],https://epg.pw/stream/42d7818865bf2b03a5c67a05280af06922bb17873a4a35edb46bbeb41acb87d1.m3u8
有線新聞,https://epg.pw/stream/8584a47f94d73cd9b7dbd5b92007e0199e8ae78ef98ae6fff97110bf8fd18c74.m3u8
有線新聞[1280x720],https://epg.pw/stream/c2dbab1c571e7f985ebdd78379ade415ab41962d93d020f6717ee4d0cd6cac9c.m3u8
無線新聞臺[geo-blocked],https://epg.pw/stream/8a901f8dbc93b286fc53ceceda0a7198f41dfd91a2ca2a528e314aea87eb806b.m3u8
東森新聞[1920x1080],https://epg.pw/stream/9787fc554f1f1386e7741a9967b3bf15740a19429fa12aa5760a266316b7f0ce.m3u8
東森新聞臺[1920x1080],https://epg.pw/stream/7872a236f1393aa913844a130912aa8891f4bbf96841157ed4605778bc0bc62f.m3u8
東森財經[geo-blocked],https://epg.pw/stream/b63e2d95c2b56cb909e04f9639d8da0cef29a29061078ad5e4407af8c8b176cf.m3u8
民視新聞[1920x1080],https://epg.pw/stream/8d03a56b3e4a967c809e4dccaaff6847ed1e426f84fee1b27fd9cc0580ee06ad.m3u8
民視新聞[geo-blocked],https://epg.pw/stream/61883d47c4d9f384cdcc43281f92625ef00a051ee094d239245dd24068a0076d.m3u8
民視新聞[geo-blocked],https://epg.pw/stream/f0287a198905289c3ceffe1a87ef3544e8f5ca2501154f53caf347cc9ad8787c.m3u8
民視新聞[1920x1080],https://epg.pw/stream/b22b0f6e304cfcf0227bfdc223dfb139c07b0368fe14df32291fc0413b5ec04a.m3u8
民視新聞 HD[1920x1080],https://epg.pw/stream/ccbb035f029448481e69a75af38f0031243951d7d8dd3af18c007cb3a989f551.m3u8
民視新聞 HD[geo-blocked],https://epg.pw/stream/baafe5a3235e0e97c37e17d405ffa3ad861a00b98244d56cabea72b1fa72bfb3.m3u8
民視新聞 HD[1920x1080],https://epg.pw/stream/184d047835cb21a3f29808aeb2ed34dd45a70dea809c093d38915a452ba05a96.m3u8
臺視新聞[1920x1080],https://epg.pw/stream/d21eebfdd87725c7d5f67fda47fc9880e81832b35d46835c2512a07ea75bea8c.m3u8
臺視新聞[geo-blocked],https://epg.pw/stream/5d39b647d12284f64a9311ee52ffc4a676f71d955c1b0acb888ba537d249dfe6.m3u8


无线新闻,http://162.19.247.76:22222/live/tvbnews/index.m3u8
靖天新闻,https://epg.pw/stream/dea00ebf40b870e33944cc437f0aeca658ba2db1e0c89c8645a4ee6633586050.m3u8
东森新闻,https://epg.pw/stream/7872a236f1393aa913844a130912aa8891f4bbf96841157ed4605778bc0bc62f.m3u8
寰宇新闻台,https://epg.pw/stream/35bd37d8946955881c3366e419f0e8f985b2ef41f4c5f8ef2566ea7f42320db5.m3u8

☕港澳台7,#genre#
J2台,http://andychuxdd.asuscomm.com:9981/stream/channelid/1563650536?profile=pass
民视新闻[1920x1080],http://123.51.230.108:18663/.m3u8
民视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
東森戲劇HD[1920x1080],http://123.51.230.108:18538/.m3u8
无线财经[1920x1080],http://radius.8866.org:800/hls/83/index.m3u8
民視新聞[1920x1080],http://123.51.230.108:18663/.m3u8
中天娱乐台[1280x720],://123.51.230.108:18540/.m3u8
東風衛視[1920x1080],http://123.51.230.108:18560/.m3u8
翡翠台[1920x1080],http://162.19.247.76:22222/live/tvbfc/index.m3u8
中天娱乐台[1280x720],http://162.19.247.76:22222/live/ztyl/index.m3u8
民视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
NHK世界HD[1920x1080],http://123.51.230.108:18525/.m3u8
民视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
凤凰香港[1920x1080],http://120.84.96.89:808/hls/81/index.m3u8
凤凰香港[1920x1080],http://120.84.96.87:808/hls/81/index.m3u8
财经体育新闻[1920x1080],http://120.84.96.82:808/hls/86/index.m3u8
凤凰香港[1920x1080],http://120.84.96.73:808/hls/81/index.m3u8
财经体育新闻[1920x1080],http://120.84.96.89:808/hls/86/index.m3u8
财经体育新闻[1920x1080],http://120.84.96.89:808/hls/86/index.m3u8
东森电影[1920x1080],http://120.84.96.89:808/hls/32/index.m3u8
东森电影[1920x1080],http://120.84.96.87:808/hls/32/index.m3u8
私人影院[1920x1080],http://120.84.96.82:808/hls/85/index.m3u8
东森电影[1920x1080],http://120.84.96.82:808/hls/32/index.m3u8
财经体育新闻[1920x1080],http://120.84.96.73:808/hls/86/index.m3u8
无线财经[1920x1080],http://radius.8866.org:800/hls/83/index.m3u8
财经体育新闻[1920x1080],http://120.84.96.73:808/hls/86/index.m3u8
东森洋片[1920x1080],http://120.84.96.73:808/hls/33/index.m3u8
东森洋片[1920x1080],http://120.84.96.87:808/hls/33/index.m3u8
4dc49a42f50f12726d376044c7c7a9d64d3.m3u8
明珠台,https://epg.pw/stream/f42018f6a87ee859dd148a8a07a62fb3085e00fb148a67e6ef6d3c685ba9155c.m3u8
翡翠台,https://epg.pw/stream/32e4ae9af65495464449144f8ac46bb0c384b67e3252e757547402d54fb08dc1.m3u8
J2[1280x720],https://epg.pw/stream/c565a804ddf3c52bed247b9911db9b8ce705bb1225f8880abfe3c958323378cb.m3u8
J2[geo-blocked],https://epg.pw/stream/78de2825f146c5b465f83bff1408375faec5a29181fdce2b05bbaeb8d4dce6aa.m3u8
J2,https://epg.pw/stream/222d0fb1ed17d09347d6abfc0c647e707dd628ef99d0f99d3a7b4d3816b2bc5b.m3u8

TV
TVBS欢乐台,https://epg.pw/stream/2bfd3b14e0a59e99d885cbf7684486408a5ea370fa39efd69b7eda0dd1aa4275.m3u8
靖天国际台,https://epg.pw/stream/d2a085f2b845cd1bae8a3c21115cd40fabc896a21e3129da1237459eccb37961.m3u8
靖天综合,https://epg.pw/stream/7a01295e615883aaf5525613552c17d94376132e2ff1cdb86af579a3ecc5fb88.m3u8
靖天卡通台,https://epg.pw/stream/9c90cc41f948b23a9fdc3a3bb442862049cfc710c47a935dcb58fd0df2751fdd.m3u8
三立台湾台,https://epg.pw/stream/bfb4f28ad7b1bc3e20703b9f35b51104a59eca154ec67643bf9d30a8af4b607a.m3u8
三立台湾,http://162.19.247.76:22222/live/uch6/index.m3u8
番薯台,https://epg.pw/stream/0b1a905634ea43b11a972992857f854f0dd2f7655b8f8025d4d3308bfe875933.m3u8
大爱1,https://epg.pw/stream/4c67d50a6b267c74998b9eabc6e7e1ed19fb99d011b559e042a771cdd3e549fd.m3u8
HBO,http://208.115.225.174:14165
HBO 2,http://208.115.225.174:14140
HBO signature,http://208.115.225.174:14160
八大综合,http://61.221.81.93:8530/hls/65/807/ch843.m3u8
八大第一,http://61.221.81.93:8531/hls/65/807/ch843.m3u8
東風37[geo-blocked],https://epg.pw/stream/5ea1bdb3302117611f2a3a33f51d04aef8232d4a636f6ee76b7abbc05136c2d2.m3u8

三立綜合[geo-blocked],https://epg.pw/stream/2ae8ba664e18a15acef81d53edb6f594d9966d599d6a3f4e575718094b9cc14a.m3u8
三立臺灣台[geo-blocked],https://epg.pw/stream/bfb4f28ad7b1bc3e20703b9f35b51104a59eca154ec67643bf9d30a8af4b607a.m3u8
中天亞洲[1280x720],https://epg.pw/stream/09a4d5b1fb36c5a6cab219688d4748270e856166ea28991db0bc492180ddda13.ctv
中視經典[geo-blocked],https://epg.pw/stream/b94ea4e20a65910b6ed9b14584fdfbf5153004fb79e4e6f4c0d2e09903718e72.m3u8


Now TV[1280x720],https://epg.pw/stream/3520ee60307e71d6d4bc350b1a903a65f3843c1e622187e0ef997e3de43454d1.m3u8

TVB1(US)[1920x1080],https://epg.pw/stream/869786e180f670dd8f9ef6acd6a1b2f64f60fa367c5c50c31b2a660b3f605951.ctv
TVB1(US)[1920x1080],https://epg.pw/stream/50c675f40834735017bd8ae0e9e7cb45c108ebc78afc5dd00503ef205d6a3bf3.ctv
翡翠臺[geo-blocked],https://epg.pw/stream/b0d96e06544c1140c19bfe24af2b4c7940aab1b2b655b38a7249d58afa0f71ff.ctv
翡翠臺,https://epg.pw/stream/32e4ae9af65495464449144f8ac46bb0c384b67e3252e757547402d54fb08dc1.m3u8
翡翠臺,https://epg.pw/stream/d060c5d1cc0bf154a0b238e05247a360582c95d53a959d4a85e46c4ea2f117b1.m3u8
翡翠臺[geo-blocked],https://epg.pw/stream/262189ae99c1e06cd28c91958a372159ce25150e10daf805237dbcbe72f95e9d.m3u8
翡翠臺[geo-blocked],https://epg.pw/stream/d8c93b48b91c1ebf0dba342a788c771416122535649aa71f70dced7b8917817f.m3u8
中視新聞臺[geo-blocked],https://epg.pw/stream/4868f3c2ae2971b2e2280606399ac8827b7310440a7e34de3fbc9ebfbe669b15.m3u8
中視新聞臺[geo-blocked],https://epg.pw/stream/f6773c81db38529df8f681fd8076318ce188cd3abfafc6e077b966e20ec94e8e.m3u8
有線直播新聞[geo-blocked],https://epg.pw/stream/b5ee246bf39844fe98ed64c6729c5f8756f88ae00f7aec96ceec8cfa127fccd1.m3u8
有線直播新聞[geo-blocked],https://ep

☕港澳台8,#genre#

﻿美国中文频道,https://jpts.sinovision.net/livestream.m3u8
新加坡亚洲新闻频道,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
NHK World,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
FOX新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
ABC News,http://cms-wowza.lunabyte.io/wbrz-live-1/_definst_/smil:wbrz-live.smil/chunklist_b1300000.m3u8
ABC News(备),https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index.m3u8
NBC News,https://nbcnews2.akamaized.net/hls/live/723426/NBCNewsPlaymaker24x7Linear99a3a827-ua/VIDEO_0_6596000.m3u8
NBC News(备),http://nbcnews2.akamaized.net/hls/live/723426/NBCNewsPlaymaker24x7Linear99a3a827-ua/VIDEO_0_6596000.m3u8
